Rk,Player,PlayerID,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
218,James Jones,jonesja02,SF,36,CLE,11,0,5.3,1.1,1.6,.667,1.0,1.3,.786,0.1,0.4,.250,.972,0.2,0.2,1.000,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.5,3.4
219,Terrence Jones,joneste01,PF,25,NOP,22,3,24.5,4.0,8.5,.463,0.4,1.8,.200,3.6,6.7,.534,.484,1.9,2.8,.661,1.0,4.8,5.7,1.1,0.8,1.0,1.0,1.4,10.1
220,Tyus Jones,jonesty01,PG,20,MIN,15,0,13.5,1.2,2.9,.409,0.6,1.5,.409,0.6,1.5,.409,.511,0.9,1.0,.933,0.3,1.3,1.6,2.8,0.9,0.0,0.8,0.9,3.9
221,DeAndre Jordan,jordade01,C,28,LAC,23,23,31.7,4.3,6.7,.636,0.0,0.0,.000,4.3,6.7,.641,.636,2.5,4.9,.509,3.3,9.5,12.8,0.6,0.5,1.7,1.6,2.7,11.0
222,Cory Joseph,josepco01,SG,25,TOR,22,0,20.9,3.4,7.2,.465,0.5,1.4,.367,2.9,5.9,.488,.500,1.3,1.7,.784,0.5,2.0,2.5,2.4,0.8,0.1,1.0,1.7,8.5
223,Frank Kaminsky,kaminfr01,C,23,CHO,20,6,26.2,4.3,10.4,.409,1.2,4.3,.282,3.1,6.2,.496,.466,1.2,1.8,.657,0.8,3.9,4.7,2.7,0.5,0.4,1.1,1.5,10.9
224,Enes Kanter,kanteen01,C,24,OKC,22,0,19.3,5.2,9.2,.564,0.1,0.8,.176,5.0,8.4,.600,.572,2.3,3.0,.785,2.0,4.0,6.0,0.6,0.4,0.9,1.4,2.2,12.8
225,Ryan Kelly,kellyry01,PF,25,ATL,8,0,4.9,0.3,0.9,.286,0.1,0.4,.333,0.1,0.5,.250,.357,0.3,0.3,1.000,0.0,1.1,1.1,0.5,0.4,0.3,0.1,0.3,0.9
226,Michael Kidd-Gilchrist,kiddgmi01,SF,23,CHO,21,21,30.3,3.4,7.6,.450,0.0,0.1,.000,3.4,7.5,.459,.450,2.6,3.6,.724,1.8,5.3,7.1,1.3,0.8,1.0,0.8,2.3,9.5
227,Sean Kilpatrick,kilpase01,SG,27,BRK,21,11,27.7,5.5,12.7,.432,1.7,4.8,.347,3.8,7.9,.485,.498,4.0,4.9,.833,0.4,4.3,4.8,2.7,0.8,0.1,2.6,1.8,16.7
228,Brandon Knight,knighbr03,SG,25,PHO,22,4,24.9,4.5,12.1,.372,1.1,3.4,.324,3.4,8.7,.391,.417,3.0,3.5,.855,0.7,2.2,2.9,2.9,0.6,0.0,2.1,1.6,13.0
229,Kyle Korver,korveky01,SG,35,ATL,21,19,28.1,3.2,7.2,.444,1.8,4.4,.398,1.4,2.8,.517,.566,0.7,0.8,.875,0.0,2.3,2.4,2.0,0.9,0.3,1.6,1.7,8.8
230,Kosta Koufos,koufoko01,C,27,SAC,21,17,19.4,2.4,4.8,.510,0.0,0.0,.000,2.4,4.7,.515,.510,0.4,0.8,.529,1.9,4.1,6.0,0.5,0.4,0.5,1.0,2.1,5.3
231,Mindaugas Kuzminskas,kuzmimi01,SF,27,NYK,19,0,11.6,1.6,4.0,.395,0.7,2.0,.368,0.8,2.0,.421,.487,0.5,0.6,.833,0.6,0.9,1.5,0.9,0.4,0.1,0.5,0.9,4.4
232,Skal Labissiere,labissk01,PF,20,SAC,1,0,15.0,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,2.0,3.0,.667,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0
233,Jeremy Lamb,lambje01,SG,24,CHO,11,1,16.6,3.4,7.5,.451,0.6,2.4,.269,2.7,5.1,.536,.494,1.8,2.3,.800,0.7,4.5,5.3,1.0,0.3,0.5,1.1,1.0,9.2
234,Nicolas Laprovittola,laproni01,PG,27,SAS,13,3,11.7,1.4,3.1,.450,0.7,1.8,.375,0.7,1.2,.563,.563,0.5,0.5,1.000,0.1,0.6,0.7,1.7,0.2,0.0,1.2,1.5,4.0
235,Joffrey Lauvergne,lauvejo01,C,25,OKC,20,0,14.5,2.3,4.8,.474,0.8,1.9,.405,1.5,2.9,.517,.553,0.4,0.8,.467,1.0,2.9,3.9,0.8,0.5,0.3,0.7,1.7,5.6
236,Zach LaVine,lavinza01,SG,21,MIN,21,21,37.3,7.6,16.1,.470,2.6,6.9,.375,5.0,9.2,.541,.550,2.8,3.1,.892,0.5,2.6,3.0,2.8,0.9,0.2,1.7,2.1,20.5
237,Ty Lawson,lawsoty01,PG,29,SAC,21,14,25.8,2.6,6.6,.391,0.6,1.8,.342,2.0,4.8,.410,.438,1.2,1.6,.765,0.9,2.0,2.9,4.4,1.2,0.1,1.6,1.7,7.0
238,Jake Layman,laymaja01,SF,22,POR,13,0,7.4,1.2,2.8,.405,0.6,2.0,.308,0.5,0.8,.636,.514,0.5,0.5,.857,0.1,0.8,0.8,0.5,0.4,0.1,0.3,0.9,3.4
239,Courtney Lee,leeco01,SG,31,NYK,20,20,29.8,3.9,8.7,.445,1.4,3.1,.452,2.5,5.6,.441,.526,0.7,0.7,.929,0.5,2.5,3.0,2.0,1.0,0.3,1.0,2.0,9.8
240,David Lee,leeda02,PF,33,SAS,23,1,16.7,2.6,4.6,.566,0.0,0.0,,2.6,4.6,.566,.566,1.2,1.7,.737,1.5,3.2,4.7,1.4,0.4,0.4,0.8,1.6,6.4
241,Alex Len,lenal01,C,23,PHO,22,9,23.0,3.1,6.5,.483,0.0,0.1,.000,3.1,6.4,.489,.483,2.6,3.5,.740,2.1,5.5,7.6,0.7,0.5,1.5,1.5,3.7,8.9
242,Kawhi Leonard,leonaka01,SF,25,SAS,23,23,34.0,8.2,17.6,.464,1.9,4.8,.387,6.3,12.8,.493,.517,6.2,6.8,.911,1.2,4.8,6.0,3.0,2.0,0.5,1.8,1.6,24.4
243,Meyers Leonard,leoname01,PF,24,POR,22,4,15.8,2.0,5.5,.372,1.1,3.3,.329,1.0,2.2,.438,.471,0.5,0.5,1.000,0.4,3.1,3.5,1.0,0.1,0.3,0.6,2.4,5.6
244,Jon Leuer,leuerjo01,PF,27,DET,24,0,26.6,4.1,8.5,.480,0.9,2.8,.318,3.2,5.8,.558,.532,1.3,1.5,.861,1.5,5.2,6.7,1.6,0.4,0.5,1.0,2.0,10.3
245,Caris LeVert,leverca01,SG,22,BRK,1,0,9.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,,1.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
246,DeAndre Liggins,liggide01,SG,28,CLE,12,1,10.3,0.8,1.6,.526,0.3,0.3,1.000,0.6,1.3,.438,.605,0.7,0.9,.727,0.5,1.2,1.7,0.8,0.4,0.1,0.7,1.3,2.6
247,Damian Lillard,lillada01,PG,26,POR,24,24,35.7,8.8,19.3,.457,2.6,7.2,.360,6.3,12.2,.514,.524,7.3,8.3,.889,0.6,4.3,4.9,5.5,1.0,0.3,2.7,2.6,27.6
248,Jeremy Lin,linje01,PG,28,BRK,5,5,26.8,5.2,11.6,.448,1.2,3.8,.316,4.0,7.8,.513,.500,3.4,4.4,.773,0.4,3.4,3.8,6.2,1.4,0.6,2.4,0.4,15.0
249,Shaun Livingston,livinsh01,PG,31,GSW,22,0,17.3,2.0,3.5,.571,0.0,0.0,.000,2.0,3.5,.579,.571,0.5,0.9,.500,0.5,1.6,2.1,1.8,0.4,0.1,0.7,1.5,4.5
250,Kevon Looney,looneke01,PF,20,GSW,20,1,8.1,1.4,2.0,.675,0.1,0.2,.333,1.3,1.9,.703,.688,0.5,0.8,.600,0.9,1.6,2.5,0.5,0.2,0.6,0.2,1.4,3.2
251,Brook Lopez,lopezbr01,C,28,BRK,19,19,28.4,6.9,15.3,.454,2.2,5.8,.378,4.7,9.5,.500,.526,4.0,4.9,.809,1.8,3.5,5.4,2.3,0.6,1.7,2.1,2.3,20.1
252,Robin Lopez,lopezro01,C,28,CHI,22,22,28.3,4.5,9.6,.467,0.0,0.0,.000,4.5,9.6,.469,.467,0.9,1.4,.645,3.9,3.9,7.8,0.8,0.1,1.9,0.9,1.9,9.9
253,Kevin Love,loveke01,PF,28,CLE,20,20,31.9,6.7,14.9,.446,2.7,6.4,.422,4.0,8.5,.465,.537,5.4,6.3,.864,2.4,7.9,10.3,1.6,1.0,0.5,2.0,2.0,21.4
254,Kyle Lowry,lowryky01,PG,30,TOR,22,22,37.4,6.8,15.1,.447,3.0,7.0,.435,3.7,8.1,.458,.548,4.2,5.0,.844,1.0,3.8,4.9,7.6,1.5,0.3,2.9,2.8,20.8
255,John Lucas III,lucasjo02,PG,34,MIN,5,0,2.2,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
256,Timothe Luwawu-Cabarrot,luwawti01,SF,21,PHI,16,0,6.9,0.7,2.1,.324,0.1,0.7,.182,0.6,1.4,.391,.353,0.8,1.1,.667,0.1,0.9,0.9,0.3,0.3,0.2,0.3,0.9,2.3
257,Trey Lyles,lylestr01,PF,21,UTA,24,3,22.7,3.5,8.6,.411,1.1,3.8,.297,2.4,4.8,.500,.476,0.9,1.1,.846,0.9,3.5,4.4,1.4,0.5,0.4,1.2,1.7,9.1
258,Shelvin Mack,macksh01,PG,26,UTA,24,3,21.6,3.1,7.3,.431,0.7,2.3,.309,2.4,5.0,.487,.480,0.8,1.1,.741,0.2,1.7,1.9,3.0,1.0,0.0,1.7,2.0,7.8
259,Ian Mahinmi,mahinia01,C,30,WAS,1,0,14.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.0,2.0,.500,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0
260,Thon Maker,makerth01,PF,19,MIL,6,0,3.2,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.5,0.7,.750,0.3,1.0,1.3,0.0,0.0,0.2,0.0,0.5,2.2
261,Boban Marjanovic,marjabo01,C,28,DET,9,0,5.1,0.8,2.7,.292,0.0,0.0,,0.8,2.7,.292,.292,0.7,0.8,.857,0.7,1.2,1.9,0.0,0.1,0.3,0.1,0.8,2.2
262,Jarell Martin,martija01,PF,22,MEM,23,2,14.8,1.5,4.3,.347,0.3,0.8,.389,1.2,3.5,.338,.383,1.0,1.4,.727,0.9,3.2,4.0,0.1,0.3,0.3,0.8,2.2,4.3
263,Wesley Matthews,matthwe02,SG,30,DAL,20,20,36.0,4.9,13.1,.375,3.1,8.1,.383,1.8,5.0,.364,.494,2.3,2.6,.865,0.3,2.9,3.2,2.2,1.2,0.2,1.8,2.3,15.2
264,Luc Mbah a Moute,mbahalu01,PF,30,LAC,23,23,23.2,2.2,4.3,.500,0.7,1.6,.405,1.5,2.7,.556,.575,1.0,1.6,.595,0.8,1.6,2.4,0.3,1.3,0.5,0.8,1.3,6.0
265,James Michael McAdoo,mcadoja01,PF,24,GSW,10,0,6.1,0.7,1.7,.412,0.0,0.2,.000,0.7,1.5,.467,.412,0.1,0.5,.200,0.1,1.0,1.1,0.3,0.1,0.3,0.3,0.3,1.5
266,Patrick McCaw,mccawpa01,SG,21,GSW,18,0,13.2,1.4,3.2,.431,0.7,1.9,.382,0.7,1.3,.500,.543,0.2,0.3,.500,0.3,0.8,1.1,1.2,0.4,0.3,0.6,1.2,3.7
267,Sheldon McClellan,mcclesh01,SG,24,WAS,7,2,11.1,1.7,3.9,.444,0.3,1.4,.200,1.4,2.4,.588,.481,0.9,1.0,.857,0.3,0.4,0.7,0.4,0.6,0.0,0.1,0.7,4.6
268,C.J. McCollum,mccolcj01,SG,25,POR,24,24,34.5,8.2,17.3,.475,2.7,5.8,.460,5.5,11.5,.482,.552,3.0,3.4,.901,0.8,2.8,3.6,3.7,1.1,0.5,2.1,2.9,22.1
269,T.J. McConnell,mccontj01,PG,24,PHI,23,0,18.3,1.4,3.6,.402,0.1,0.6,.154,1.3,3.0,.449,.415,0.4,0.6,.692,0.4,1.8,2.2,4.2,1.2,0.1,1.3,1.7,3.3
270,Chris McCullough,mcculch01,PF,21,BRK,9,0,5.4,1.2,2.7,.458,0.1,0.4,.250,1.1,2.2,.500,.479,0.1,0.1,1.000,0.9,0.7,1.6,0.1,0.0,0.2,0.2,0.4,2.7
271,K.J. McDaniels,mcdankj01,SF,23,HOU,14,0,11.6,1.6,3.6,.460,0.5,1.5,.333,1.1,2.1,.552,.530,0.4,0.4,.833,0.2,1.2,1.4,0.1,0.4,0.6,0.4,1.0,4.1
272,Doug McDermott,mcderdo01,SF,25,CHI,10,0,23.9,3.9,7.8,.500,0.9,2.6,.346,3.0,5.2,.577,.558,1.6,1.8,.889,0.2,2.6,2.8,1.5,0.3,0.1,0.9,1.3,10.3
273,JaVale McGee,mcgeeja01,C,29,GSW,19,0,7.3,1.9,3.1,.638,0.0,0.1,.000,1.9,3.0,.649,.638,0.8,1.5,.517,0.9,1.3,2.2,0.3,0.2,0.7,0.8,1.3,4.7
274,Rodney McGruder,mcgruro01,SG,25,MIA,21,9,24.7,2.4,5.9,.407,1.0,2.8,.339,1.4,3.0,.469,.488,0.8,1.2,.680,1.5,1.9,3.4,1.2,0.8,0.3,0.9,2.0,6.5
275,Ben McLemore,mclembe01,SG,23,SAC,16,1,15.9,2.6,6.0,.427,0.6,2.1,.303,1.9,3.9,.492,.479,0.8,1.0,.813,0.2,1.1,1.3,0.6,0.3,0.1,0.8,1.1,6.6
276,Jordan McRae,mcraejo01,SG,25,CLE,11,0,10.5,1.5,4.9,.296,0.5,1.2,.385,1.0,3.7,.268,.343,0.4,0.5,.800,0.3,1.0,1.3,0.6,0.3,0.1,0.3,0.9,3.7
277,Josh McRoberts,mcrobjo01,PF,29,MIA,13,5,17.2,1.6,5.1,.318,0.2,0.9,.250,1.4,4.2,.333,.341,0.4,0.5,.714,1.1,2.7,3.8,2.3,0.6,0.2,1.2,1.5,3.8
278,Jodie Meeks,meeksjo01,SG,29,ORL,4,0,16.3,3.3,7.0,.464,1.8,3.5,.500,1.5,3.5,.429,.589,2.8,2.8,1.000,0.3,0.8,1.0,0.8,1.0,0.0,0.3,1.5,11.0
279,Salah Mejri,mejrisa01,C,30,DAL,17,3,10.9,1.1,1.8,.581,0.0,0.1,.000,1.1,1.7,.621,.581,0.3,0.5,.556,1.1,2.7,3.8,0.3,0.4,0.6,0.6,2.2,2.4
280,Jordan Mickey,mickejo01,PF,22,BOS,9,0,7.6,1.1,2.2,.500,0.0,0.0,,1.1,2.2,.500,.500,0.2,0.6,.400,0.9,1.0,1.9,0.3,0.1,0.0,0.4,0.9,2.4
281,C.J. Miles,milescj01,SF,29,IND,16,3,21.6,4.3,8.9,.479,2.1,4.7,.440,2.2,4.2,.522,.595,1.4,1.6,.920,0.4,2.5,2.9,0.7,0.8,0.6,0.6,1.8,12.0
282,Mike Miller,millemi01,SF,36,DEN,4,0,4.3,0.8,1.0,.750,0.8,1.0,.750,0.0,0.0,,1.125,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.3,0.3,2.3
283,Patrick Mills,millspa02,PG,28,SAS,23,4,23.7,4.0,8.2,.487,2.0,4.7,.430,2.0,3.6,.561,.608,1.4,1.5,.941,0.4,1.7,2.1,3.6,0.7,0.0,1.3,1.4,11.4
284,Paul Millsap,millspa01,PF,31,ATL,20,20,32.8,6.3,13.8,.455,1.0,3.1,.306,5.3,10.7,.498,.489,3.3,4.4,.739,1.6,6.5,8.0,3.5,1.8,0.9,2.4,2.7,16.7
285,Nikola Mirotic,mirotni01,PF,25,CHI,22,2,22.5,2.9,7.7,.376,1.4,4.6,.294,1.5,3.1,.500,.465,1.6,2.2,.735,0.5,5.2,5.7,1.0,0.8,0.7,1.2,1.4,8.8
286,Greg Monroe,monrogr01,C,26,MIL,19,0,18.8,3.4,6.8,.500,0.0,0.0,,3.4,6.8,.500,.500,2.3,2.7,.846,2.0,4.8,6.8,2.1,1.4,0.5,1.5,1.7,9.2
287,E'Twaun Moore,mooreet01,SG,27,NOP,20,18,26.6,4.7,10.3,.454,1.0,2.9,.333,3.7,7.4,.500,.500,0.8,1.1,.762,0.5,1.9,2.3,3.0,0.8,0.4,1.3,2.0,11.1
288,Marcus Morris,morrima03,SF,27,DET,24,24,31.9,5.6,12.8,.438,1.5,4.4,.352,4.1,8.5,.483,.498,1.2,1.4,.824,0.8,3.3,4.2,2.0,0.8,0.4,1.0,2.0,14.0
289,Markieff Morris,morrima02,PF,27,WAS,21,21,31.8,4.6,11.3,.408,0.7,2.1,.318,4.0,9.2,.428,.437,3.0,3.7,.831,1.3,4.2,5.6,1.7,1.2,0.6,2.1,3.0,13.0
290,Anthony Morrow,morroan01,SG,31,OKC,16,0,14.3,2.4,5.3,.447,0.9,2.7,.349,1.4,2.6,.548,.535,0.5,0.6,.800,0.2,0.5,0.7,0.6,0.3,0.1,0.3,0.7,6.2
291,Timofey Mozgov,mozgoti01,C,30,LAL,23,23,21.0,3.6,6.2,.573,0.0,0.0,.000,3.6,6.2,.577,.573,1.3,1.7,.795,2.0,2.7,4.7,1.0,0.2,0.5,1.4,2.4,8.5
292,Emmanuel Mudiay,mudiaem01,PG,20,DEN,22,22,30.2,4.5,12.8,.348,1.0,3.8,.265,3.5,9.0,.382,.387,3.2,4.0,.787,0.7,3.6,4.3,3.8,0.9,0.3,3.0,2.0,13.1
293,Shabazz Muhammad,muhamsh01,SF,24,MIN,19,0,16.6,2.4,5.6,.434,0.3,1.2,.227,2.2,4.4,.488,.458,1.6,2.1,.795,0.9,1.4,2.3,0.4,0.2,0.1,0.6,0.9,6.7
294,Dejounte Murray,murrade01,PG,20,SAS,11,1,4.2,0.4,1.3,.286,0.2,0.4,.500,0.2,0.9,.200,.357,0.4,0.7,.500,0.0,0.5,0.5,0.7,0.0,0.0,0.7,0.6,1.3
295,Jamal Murray,murraja01,SG,19,DEN,23,3,22.1,3.4,8.9,.385,1.7,4.4,.386,1.7,4.5,.385,.480,1.4,1.7,.842,0.6,2.3,2.9,2.0,0.4,0.3,1.6,1.8,10.0
296,Mike Muscala,muscami01,C,25,ATL,23,3,22.1,3.4,6.1,.553,0.7,1.7,.425,2.7,4.4,.604,.613,1.2,1.5,.794,1.2,2.9,4.1,1.4,0.6,0.7,1.2,1.8,8.7
297,Larry Nance Jr.,nancela02,PF,24,LAL,21,0,22.1,3.3,5.7,.580,0.0,0.5,.100,3.2,5.2,.624,.584,0.7,1.0,.750,1.5,4.2,5.7,1.2,1.2,0.4,0.6,2.1,7.3
298,Shabazz Napier,napiesh01,PG,25,POR,13,0,6.1,0.8,2.3,.367,0.5,1.8,.304,0.3,0.5,.571,.483,0.5,0.9,.583,0.0,0.6,0.6,1.0,0.6,0.0,0.4,0.6,2.8
299,Maurice Ndour,ndourma01,PF,24,NYK,11,0,8.4,0.8,1.9,.429,0.0,0.2,.000,0.8,1.7,.474,.429,0.5,0.5,.833,0.3,1.1,1.4,0.1,0.4,0.2,0.2,1.0,2.1
300,Jameer Nelson,nelsoja01,PG,34,DEN,23,6,27.0,3.9,8.6,.449,1.3,3.5,.383,2.5,5.1,.496,.528,0.6,0.9,.700,0.4,2.5,2.9,4.6,0.7,0.1,2.1,3.2,9.7
301,Raul Neto,netora01,PG,24,UTA,10,0,4.1,0.7,1.4,.500,0.3,0.5,.600,0.4,0.9,.444,.607,0.1,0.1,1.000,0.0,0.4,0.4,0.3,0.0,0.0,0.5,0.4,1.8
302,Georges Niang,niangge01,PF,23,IND,13,0,5.5,0.3,2.1,.148,0.1,0.8,.100,0.2,1.3,.176,.167,0.2,0.2,1.000,0.2,0.8,1.0,0.4,0.1,0.0,0.3,0.4,0.8
303,Andrew Nicholson,nichoan01,PF,27,WAS,15,0,9.9,1.5,3.5,.415,0.1,0.7,.100,1.4,2.9,.488,.425,0.3,0.6,.556,0.4,1.0,1.4,0.2,0.4,0.3,0.5,1.5,3.3
304,Joakim Noah,noahjo01,C,31,NYK,18,18,21.7,1.9,3.9,.493,0.0,0.1,.000,1.9,3.9,.500,.493,0.4,1.5,.259,3.2,4.7,7.9,2.8,0.7,0.8,1.0,2.6,4.3
305,Lucas Nogueira,noguelu01,C,24,TOR,16,0,18.6,2.1,2.7,.791,0.0,0.0,,2.1,2.7,.791,.791,0.9,1.3,.714,1.6,2.8,4.4,0.7,1.1,1.9,0.7,2.6,5.2
306,Steve Novak,novakst01,PF,33,MIL,2,0,2.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
307,Dirk Nowitzki,nowitdi01,PF,38,DAL,5,5,26.2,4.8,13.4,.358,1.2,4.4,.273,3.6,9.0,.400,.403,1.4,1.4,1.000,0.4,6.0,6.4,1.4,0.6,0.6,1.0,1.8,12.2
308,Jusuf Nurkic,nurkiju01,C,22,DEN,23,23,21.4,4.2,8.0,.522,0.0,0.0,,4.2,8.0,.522,.522,1.4,2.8,.500,2.7,4.6,7.3,1.5,0.7,1.0,2.3,2.3,9.7
309,Kyle O'Quinn,oquinky01,PF,26,NYK,22,4,14.7,2.5,4.4,.577,0.0,0.1,.000,2.5,4.3,.596,.577,0.6,0.9,.700,2.0,2.8,4.8,1.1,0.3,1.2,0.9,2.1,5.7
310,Daniel Ochefu,ochefda01,C,23,WAS,3,0,2.7,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.7,0.7
311,Jahlil Okafor,okafoja01,C,21,PHI,19,6,22.1,4.9,9.5,.519,0.0,0.0,,4.9,9.5,.519,.519,1.3,2.5,.532,1.4,3.0,4.4,0.9,0.4,1.2,1.3,2.5,11.2
312,Victor Oladipo,oladivi01,SG,24,OKC,22,22,35.2,6.7,14.5,.461,2.2,5.8,.386,4.5,8.7,.510,.538,1.4,2.3,.620,0.5,3.9,4.5,3.0,1.0,0.3,1.7,1.9,17.0
313,Kelly Olynyk,olynyke01,C,25,BOS,16,5,21.4,3.2,6.6,.481,1.1,3.1,.367,2.1,3.6,.579,.566,1.0,1.2,.842,0.7,3.3,4.0,1.7,0.6,0.2,1.3,2.8,8.5
314,Arinze Onuaku,onuakar01,C,29,ORL,3,0,4.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.7,0.7
315,Kelly Oubre,oubreke01,SF,21,WAS,20,0,16.0,1.9,4.5,.416,0.6,1.9,.316,1.3,2.6,.490,.483,0.9,1.2,.739,0.7,2.3,3.0,0.7,0.6,0.1,0.6,1.9,5.2
316,Zaza Pachulia,pachuza01,C,32,GSW,23,23,17.5,1.7,3.4,.500,0.0,0.0,,1.7,3.4,.500,.500,1.0,1.2,.786,2.0,3.6,5.5,2.4,0.8,0.5,1.4,2.0,4.3
317,Georgios Papagiannis,papagge01,C,19,SAC,1,0,6.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0
318,Jabari Parker,parkeja01,PF,21,MIL,20,20,32.7,7.4,15.9,.464,1.0,3.1,.328,6.4,12.8,.496,.495,3.5,4.5,.787,1.7,4.2,5.9,2.2,1.1,0.3,1.5,1.6,19.2
319,Tony Parker,parketo01,PG,34,SAS,15,15,25.7,3.7,8.5,.430,0.3,1.0,.333,3.3,7.5,.442,.449,1.7,1.9,.862,0.3,1.5,1.8,4.4,0.4,0.1,1.7,2.0,9.3
320,Chandler Parsons,parsoch01,SF,28,MEM,6,6,21.0,3.0,7.7,.391,0.8,3.5,.238,2.2,4.2,.520,.446,0.8,1.0,.833,0.3,2.7,3.0,0.8,0.3,0.3,1.3,0.8,7.7
321,Patrick Patterson,pattepa01,PF,27,TOR,22,0,28.9,2.6,7.2,.361,1.7,4.8,.352,0.9,2.4,.377,.478,1.0,1.3,.724,1.1,4.7,5.8,1.6,1.0,0.4,0.6,2.5,7.8
322,Chris Paul,paulch01,PG,31,LAC,23,23,31.5,5.7,12.4,.458,2.1,5.3,.397,3.6,7.2,.503,.542,4.2,4.7,.898,0.8,4.4,5.2,9.0,2.5,0.2,2.3,2.4,17.7
323,Adreian Payne,paynead01,PF,25,MIN,7,0,9.4,2.1,4.0,.536,0.3,1.1,.250,1.9,2.9,.650,.571,1.6,1.9,.846,0.7,1.3,2.0,0.4,0.6,0.6,0.7,2.1,6.1
324,Elfrid Payton,paytoel01,PG,22,ORL,23,16,29.0,4.4,9.9,.449,0.5,2.1,.229,4.0,7.8,.508,.474,1.3,2.3,.566,0.7,3.0,3.7,5.3,1.3,0.7,1.9,2.1,10.7
325,Paul Pierce,piercpa01,SF,39,LAC,6,1,12.8,1.2,3.2,.368,0.8,2.3,.357,0.3,0.8,.400,.500,1.0,1.0,1.000,0.0,1.3,1.3,0.3,0.2,0.3,0.5,2.8,4.2
326,Marshall Plumlee,plumlma02,C,24,NYK,2,0,12.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.5,.667,0.5,2.5,3.0,0.5,0.5,0.0,0.0,1.5,2.0
327,Mason Plumlee,plumlma01,C,26,POR,24,24,27.7,4.2,8.0,.524,0.0,0.1,.000,4.2,7.9,.529,.524,1.5,3.0,.500,1.9,5.2,7.1,4.5,0.9,1.0,1.6,2.7,9.8
328,Miles Plumlee,plumlmi01,C,28,MIL,17,9,11.6,1.0,2.1,.472,0.0,0.0,,1.0,2.1,.472,.472,0.8,1.2,.700,1.0,1.2,2.2,0.9,0.5,0.3,0.8,2.1,2.8
